id,SKU,Nombre del producto,Modelo,Categoría,Marca,Precio de venta,Costo,Tipo de producto,Unidad de medida,Código de barras,Tipo de producto - Afecta inventario,Imagen del producto
4125,492,MAQUINA CORTADORA DE HIDROGEL TUOLI,,HERRAMIENTAS,,11680,5384,Inventariable,PZ,101357,true,
4126,493,"BISEL MOTO G10, G30",,TAPAS Y MARCOS,,80,23.25,Inventariable,PZ,101358,true,
4127,494,MTG5 PASTA TERMICA,,INSUMOS,,200,58,Inventariable,PZ,101359,true,
4128,495,SOLDADORA DE PUNTOS PARA BATERIA MECHANIC,,HERRAMIENTAS,,1100,450,Inventariable,PZ,101360,true,
4129,496,SOLDADURA NANO EN PASTA PARA FPC 183° 2UUL,,INSUMOS,,140,70,Inventariable,PZ,101361,true,
4130,497,PISTOLA DE CALOR 885W,,OUTLET,,2945,1530,Inventariable,PZ,101362,true,
4131,498,PASTA TERMICA RL-407,,INSUMOS,,80,22,Inventariable,PZ,101363,true,
4132,499,ALTAVOZ XIAOMI REDMI 9 M2004J19G M2004J19C,,AUDIO,,80,12,Inventariable,PZ,101364,true,
4133,500,AURICULAR IPHONE 12/12 PRO A2403 A2172 A2402 A2404,,AUDIO,,190,40,Inventariable,PZ,101365,true,
4134,501,CAMARA TRASERA HUAWEI P30 LITE MAR-LX3A,,CAMARAS,,210,71.565,Inventariable,PZ,101366,true,
4135,502,"CAMARA FRONTAL HUAWEI Y9 PRIME 2019 / Y9S 2019 STK-L21, STK-LX3, STK-L22",,CAMARAS,,170,49.545,Inventariable,PZ,101367,true,
4136,503,DISPLAY HISENSE E60 HLTE236E IPS,,DISPLAY COMPLETO,HISENSE,330,186,Inventariable,PZ,101368,true,
4137,504,"BATERIA IPHONE 12 MINI A2176, A2398, A2399",,BATERIAS,,190,79.83,Inventariable,PZ,101369,true,
4138,505,BISEL XIAOMI REDMI 9A M2006C3LG M2006C3LI M2006C3LC,,TAPAS Y MARCOS,,70,17.5,Inventariable,PZ,101370,true,
4139,506,BISEL SAMSUNG A20S SM-A207M SM-A207F,,TAPAS Y MARCOS,,100,32,Inventariable,PZ,101371,true,
4140,507,BATERIA XIAOMI REDMI NOTE 10 / REDMI NOTE 10S / REDMI NOTE 10 PRO BN59,,BATERIAS,,200,83.2356,Inventariable,PZ,101372,true,
4141,508,CC SAMSUNG A03 CORE,,CENTRO CARGA,,100,22,Inventariable,PZ,101373,true,
4142,509,CC XIAOMI REDMI NOTE 10S / NOTE 10/ POCO M5S,,CENTRO CARGA,,60,10,Inventariable,PZ,101374,true,
4143,510,FLEX HUELLA XIAOMI NOTE 10S,,FLEXOS,,180,45,Inventariable,PZ,101375,true,
4144,512,FLEX INTERCONEXION MOTO EDGE 20 2021. XT2143-1,,FLEXOS,,130,32,Inventariable,PZ,101376,true,
4145,513,FLEX INTERCONEXION OPPO RENO 5 LITE 2021. CPH2205,,FLEXOS,,80,11,Inventariable,PZ,101377,true,
4146,514,FLEX INTERCONEXION SAMSUNG A72 2021 SM-A725F,,FLEXOS,,50,8.75,Inventariable,PZ,101378,true,
4147,515,TAPA TRASERA XIAOMI POCO F4 5G AZUL,,TAPAS Y MARCOS,,90,30,Inventariable,PZ,101379,true,
4148,516,TAPA TRASERA OPPO RENO 7 4G CPH2363,,TAPAS Y MARCOS,,110,30,Inventariable,PZ,101380,true,
4149,517,TAPA TRASERA HUAWEI MATE 40 PRO NEGRO,,TAPAS Y MARCOS,,130,47.5,Inventariable,PZ,101381,true,
4150,518,TAPA TRASERA MOTO G7 PLUS ROJO,,TAPAS Y MARCOS,,90,27.5,Inventariable,PZ,101382,true,
4151,519,TAPA TRASERA SAMSUNG A01 CORE NEGRO,,TAPAS Y MARCOS,,70,19.2675,Inventariable,PZ,101383,true,
4152,520,TAPA TRASERA SAMSUNG A13 4G NEGRO,,TAPAS Y MARCOS,,70,20,Inventariable,PZ,101384,true,
4153,521,TAPA TRASERA SAMSUNG S22 ULTRA,,TAPAS Y MARCOS,,120,40,Inventariable,PZ,101385,true,
4154,523,TAPA TRASERA SAMSUNG S8 PLUS,,TAPAS Y MARCOS,,90,26.25,Inventariable,PZ,101386,true,
4155,524,TAPA TRASERA XIAOMI NOTE 10/ 10S,,TAPAS Y MARCOS,,100,27,Inventariable,PZ,101387,true,
4156,525,"DISPLAY XIAOMI NOTE 13 5G / POCO F5 2023 IPS  23049PCD8G, 23049PCD8I",,DISPLAY COMPLETO,XIAOMI,950,551,Inventariable,PZ,101388,true,
4157,526,"DISPLAY XIAOMI  12, 12X,Mi 12. Mi 12X",,DISPLAY COMPLETO,XIAOMI,1580,945,Inventariable,PZ,101389,true,
4158,527,CC HONOR X9A 2023 RMO-NX1,,CENTRO CARGA,,70,33.75,Inventariable,PZ,101390,true,
4159,528,"CC HONOR X7A 2023 RKY-LX1, RKY-LX2",,CENTRO CARGA,,60,52,Inventariable,PZ,101391,true,
4160,633,TAPA TRASERA SAMSUNG A31S NEGRO,,TAPAS Y MARCOS,SAMSUNG,60,21.84,Inventariable,PZ,101392,true,
4161,529,TAPA TRASERA ZTE BLADE A51 2021 AZUL,,TAPAS Y MARCOS,,130,45,Inventariable,PZ,101393,true,
4162,530,TAPA TRASERA ZTE A51 NEGRO,,TAPAS Y MARCOS,,130,46,Inventariable,PZ,101394,true,
4163,531,TAPA TRASERA ZTE A52 AZUL 2022,,TAPAS Y MARCOS,,120,45,Inventariable,PZ,101395,true,
4164,532,TAPA TRASERA ZTE A52 GRIS,,TAPAS Y MARCOS,,120,46,Inventariable,PZ,101396,true,
4165,533,"TAPA TRASERA ZTE AXON 20 AZUL  2020 4G / 5G A2121, A2121E, A2121G",,TAPAS Y MARCOS,,130,56.25,Inventariable,PZ,101397,true,
4166,534,TAPA TRASERA ZTE AXON 20 NEGRO,,TAPAS Y MARCOS,,130,56.25,Inventariable,PZ,101398,true,
4167,535,TAPA TRASERA ZTE A52 DORADO,,TAPAS Y MARCOS,,120,45,Inventariable,PZ,101399,true,
4168,536,MARCO MOTO E22/ XT-2239,,TAPAS Y MARCOS,MOTO,90,0,Inventariable,PZ,101400,true,
4169,537,DISPLAY XIAOMI REDMI NOTE 12  4G/5G 2023 IPS. 22111317I / 22111317G,,DISPLAY COMPLETO,XIAOMI,200,112.85,Inventariable,PZ,101401,true,
4170,538,DISPLAY XIAOMI POCO F4 22021211RG / 22021211RI IPS,,DISPLAY COMPLETO,XIAOMI,970,182,Inventariable,PZ,101402,true,
4171,539,DESARMADOR ELECTRICO REGULABLE,,HERRAMIENTAS,,1900,800,Inventariable,PZ,101403,true,
4172,540,TAPA TRASERA XIAOMI POCO X4 GT NEGRO,,TAPAS Y MARCOS,INFINIX,110,34,Inventariable,PZ,101404,true,
4174,542,DISPLAY MOTO G POWER 5G 2022,,DISPLAY COMPLETO,MOTO,230,117.5,Inventariable,PZ,101406,true,
4175,543,DISPLAY MOTO G POWER 5G 2023,,DISPLAY COMPLETO,MOTO,400,228.46,Inventariable,PZ,101407,true,
4176,700,CABLE RJ11 ARMADO,,ACCESORIOS,XIAOMI,30,15,Inventariable,PZ,101408,true,
4182,604,CC ALCATEL 3 (2019) INCELL 5053A.,,CENTRO CARGA,,80,28,Inventariable,PZ,101414,true,
4183,605,CC IPHONE 13 PRO TFT,,CENTRO CARGA,,300,105,Inventariable,PZ,101415,true,
4184,606,CC IPHONE 14 PRO MAX TFT,,CENTRO CARGA,,720,199,Inventariable,PZ,101416,true,
4185,607,CC IPHONE 14 PRO,,CENTRO CARGA,,330,90,Inventariable,PZ,101417,true,
4187,609,CC MOTO G POWER 2020 XT-2165,,CENTRO CARGA,,100,26,Inventariable,PZ,101419,true,
4188,610,CC XIAOMI POCO F4,,CENTRO CARGA,,90,20,Inventariable,PZ,101420,true,
4189,611,CC XIAOMI POCO M4,,CENTRO CARGA,,60,21,Inventariable,PZ,101421,true,
4190,612,CC XIAOMI POCO M5,,CENTRO CARGA,,60,13,Inventariable,PZ,101422,true,
4191,613,CC XIAOMI REDMI NOTE 12 5G / POCO X5,,CENTRO CARGA,,40,13,Inventariable,PZ,101423,true,
4192,614,CC SAMSUNG A24 4G,,CENTRO CARGA,,120,24.5,Inventariable,PZ,101424,true,
4193,615,CC SAMSUNG A34 5G,,CENTRO CARGA,,140,43,Inventariable,PZ,101425,true,
4194,616,CC XIAOMI 12T,,CENTRO CARGA,,100,55,Inventariable,PZ,101426,true,
4195,617,CC XIAOMI MI 11,,CENTRO CARGA,,100,26,Inventariable,PZ,101427,true,
4196,618,CC XIAOMI MI 11 LITE 5G OLED,,CENTRO CARGA,,60,11,Inventariable,PZ,101428,true,
4197,619,CC XIAOMI POCO F4,,CENTRO CARGA,,270,19.5,Inventariable,PZ,101429,true,
4198,620,CC XIAOMI REDMI NOTE 11 4G / REDMI NOTE 11S 4G / POCO M4 PRO 4G,,CENTRO CARGA,,60,52,Inventariable,PZ,101430,true,
4199,621,DISPLAY INFINIX HOT 30,,DISPLAY COMPLETO,INFINIX,300,181.3347,Inventariable,PZ,101431,true,
4201,623,CC XIAOMI REDMI NOTE 12 4G,,CENTRO CARGA,,140,13,Inventariable,PZ,101433,true,
4202,624,CC XIAOMI REDMI NOTE 12S / NOTE 12,,CENTRO CARGA,,60,12.96,Inventariable,PZ,101434,true,
4203,625,DISPLAY XIAOMI REDMI NOTE 12 PRO 5G / 12 PRO + 5G OLED,,DISPLAY COMPLETO,,785,469,Inventariable,PZ,101435,true,
4204,626,DISPLAY XIAOMI MI 11 LITE 5G OLED,,DISPLAY COMPLETO,,800,487,Inventariable,PZ,101436,true,
4205,627,DISPLAY XIAOMI 12 LITE OLED,,DISPLAY COMPLETO,,770,455,Inventariable,PZ,101437,true,
4206,628,DISPLAY XIAOMI POCO X5 OLED / XIAOMI REDMI NOTE 12,,DISPLAY COMPLETO,,1070,941.1764706,Inventariable,PZ,101438,true,
4207,629,"DISPLAY XIAOMI POCO F4 OLED/ 22021211RG, 22021211RI",,DISPLAY COMPLETO,,890,535.086,Inventariable,PZ,101439,true,
4208,630,DISPLAY XIAOMI POCO M4 5G / M5 5G / REDMI NOTE 11E,,DISPLAY COMPLETO,,270,140.3775,Inventariable,PZ,101440,true,
4209,631,DISPLAY XIAOMI MI 11 5G 2021 / MI 11 ULTRA 5G 2021 / MI 11 PRO 5G 2021 OLED,,DISPLAY COMPLETO,,3970,2352.94,Inventariable,PZ,101441,true,
4210,632,BISEL OPPO A32 2020. PDVM00,,TAPAS Y MARCOS,,100,40,Inventariable,PZ,101442,true,
4211,634,CC XIAOMI REDMI NOTE 11 PRO / NOTE 11 PRO 5G / POCO X4 5G,,CENTRO CARGA,,140,21,Inventariable,PZ,101443,true,
4218,636,CC VIVO V20,,CENTRO CARGA,,70,45,Inventariable,PZ,101444,true,
4219,637,CC VIVO Y22S,,CENTRO CARGA,,80,65,Inventariable,PZ,101445,true,
4220,638,CC VIVO Y33S/V2109,,CENTRO CARGA,,100,37.5,Inventariable,PZ,101446,true,
4221,640,"CC VIVO Y53S , Y72 5G",,CENTRO CARGA,,130,37.5,Inventariable,PZ,101447,true,
4222,641,CC TCL 10L,,CENTRO CARGA,,90,17.5,Inventariable,PZ,101448,true,
4223,642,CC TCL 10 PRO,,CENTRO CARGA,,90,23,Inventariable,PZ,101449,true,
4224,643,CC TCL 30SE,,CENTRO CARGA,,90,31.5,Inventariable,PZ,101450,true,
4225,644,CC TCL 10 5G T790,,CENTRO CARGA,,80,21.58,Inventariable,PZ,101451,true,
4226,645,"CC MOTO G60, G60S, G40 FUSION",,CENTRO CARGA,,60,14.25,Inventariable,PZ,101452,true,
4227,646,CC HUAWEI NOVA 10 SE 2023.  BNE-LX3,,CENTRO CARGA,,100,26,Inventariable,PZ,101453,true,
4228,647,"LENTE CAMARA HONOR X7 2022. CMA-LX2, CMA-LX1, CMA-LX3",,LENTE CAMARA,,50,4,Inventariable,PZ,101454,true,
4229,648,"LENTE CAMARA HONOR X6 2022 / X6S 2021. VNE-LX1, VNE-LX2, VNE-LX3",,LENTE CAMARA,,30,3.25,Inventariable,PZ,101455,true,
4230,649,"LENTE CAMARA HONOR 70 2022. FNE-AN00, FNE-NX9",,LENTE CAMARA,,30,30,Inventariable,PZ,101456,true,
4231,650,LENTE CAMARA HUAWEI NOVA Y70 2022 MGA-LX3,,LENTE CAMARA,,50,12.5,Inventariable,PZ,101457,true,
4232,651,"LENTE CAMARA HUAWEI NOVA Y90 2022 CTR-LX2, CTR-LX1",,LENTE CAMARA,,30,4,Inventariable,PZ,101458,true,
4233,652,LENTE CAMARA MOTO G42 2022 XT2233-2,,LENTE CAMARA,,50,4,Inventariable,PZ,101459,true,
4234,654,LENTE CAMARA MOTO G32 2022  XT2235-1,,LENTE CAMARA,,50,4,Inventariable,PZ,101460,true,
4235,655,"LENTE CAMARA MOTO G50 2021 XT2137-1, XT2137-2",,LENTE CAMARA,,80,30,Inventariable,PZ,101461,true,
4236,656,LENTE CAMARA MOTO E22 2022  XT2239-9,,LENTE CAMARA,,30,4,Inventariable,PZ,101462,true,
4237,657,LENTE CAMARA MOTO E13 2023 XT2345-2,,LENTE CAMARA,,80,4.25,Inventariable,PZ,101463,true,
4238,658,LENTE CAMARA OPPO A76 2022 CPH2375,,LENTE CAMARA,,80,30,Inventariable,PZ,101464,true,
4239,659,LENTE CAMARA REALME XT 2019. RMX1921,,LENTE CAMARA,,80,30,Inventariable,PZ,101465,true,
4240,660,LENTE CAMARA REALME 7 4G 2020. RMX2155,,LENTE CAMARA,,80,30,Inventariable,PZ,101466,true,
4241,661,"LENTE CAMARA SAMSUNG M53 2022. SM-M536B, SM-M536B/DS, SM-M536B/DSN",,LENTE CAMARA,,80,30,Inventariable,PZ,101467,true,
4242,662,"LENTE CAMARA SAMSUNG A04S 2022. SM-A047F, SM-A047F/DS, SM-A047F/DSN",,LENTE CAMARA,,80,30,Inventariable,PZ,101468,true,
4243,663,LENTE CAMARA SAMSUNG S21 / S21 PLUS,,LENTE CAMARA,,80,3.5,Inventariable,PZ,101469,true,
4244,664,LENTE CAMARA SAMSUNG S22 / S22 PLUS,,LENTE CAMARA,,80,30,Inventariable,PZ,101470,true,
4245,665,"LENTE CAMARA SAMSUNG S21 FE 5G 2022 SM-G990U, SM-G990U1, SM-G990W, SM-G990E",,LENTE CAMARA,,80,30,Inventariable,PZ,101471,true,
4246,667,TAPA TRASERA SAMSUNG A31S BLANCO,,TAPAS Y MARCOS,SAMSUNG,60,17.5,Inventariable,PZ,101472,true,
4247,668,ATOMIZADOR DE 500 ML,,INSUMOS,SAMSUNG,40,11,Inventariable,PZ,101473,true,
4248,669,"LENTE CAMARA SAMSUNG S22 ULTRA 5G 2022.  SM-S908U, SM-S908U1, SM-S908W,",,LENTE CAMARA,,50,5,Inventariable,PZ,101474,true,
4249,670,TAPA TRASERA SAMSUNG A24 4G / A24 5G / A34 5G NEGRO,,TAPAS Y MARCOS,SAMSUNG,70,19.5,Inventariable,PZ,101475,true,
4250,671,TAPA TRASERA SAMSUNG A24 4G / A24 5G / A34 5G AZUL,,TAPAS Y MARCOS,SAMSUNG,70,22.5,Inventariable,PZ,101476,true,
4251,672,"LENTE CAMARA SAMSUNG S23 ULTRA 2023. SM-S918B, SM-S918B",,LENTE CAMARA,,80,3.75,Inventariable,PZ,101477,true,
4252,673,LENTE CAMARA VIVO V25 2022. V2202,,LENTE CAMARA,,80,30,Inventariable,PZ,101478,true,
4253,674,LENTE CAMARA VIVO V21 4G / v21S / V21 5G / V2050 - 2066 - 2108,,LENTE CAMARA,,80,30,Inventariable,PZ,101479,true,
4254,675,TAPA TRASERA OPPO RENO 6 5G NEGRO,,TAPAS Y MARCOS,,120,40,Inventariable,PZ,101480,true,
4255,676,"CC XIAOMI REDMI NOTE 12 PRO 4G 2023 ‎2209116AG, 2209116AG",,CENTRO CARGA,,90,19,Inventariable,PZ,101481,true,
4256,677,DISPLAY LENOVO TAB 4 10 TB-X304F / TB-X304L / TB-X304X,,DISPLAY COMPLETO,,595,355,Inventariable,PZ,101482,true,
4257,235,"DISPLAY XIAOMI NOTE 13 5G / POCO F5 AMOLED 2023, 23049PCD8G, 23049PCD8I",,DISPLAY COMPLETO,,1100,480,Inventariable,PZ,101483,true,
4258,678,"SENSOR LUZ HUAWEI Y9 2019 JKM-LX1, JKM-LX2, JKM-LX3,",,FLEXOS,,30,10,Inventariable,PZ,101484,true,
4259,720,BATERIA IPHONE SE 2020 A2312,APPLE,BATERIAS,,180,77.29,Inventariable,PZ,101485,true,
4260,750,KEYSTONE (COPLE UNION RJ45),APPLE,ACCESORIOS,,80,50,Inventariable,PZ,101486,true,
4261,679,DISPLAY SAMSUNG A34 5G (SM-A346E - SM-A346B - SM-A346M) OLED,,DISPLAY COMPLETO,,1030,577.5,Inventariable,PZ,101487,true,
4262,680,DISPLAY SAMSUNG A32 5G SM-A326U IPS,,DISPLAY COMPLETO,,240,130.8,Inventariable,PZ,101488,true,
4263,681,"DISPLAY SAMSUNG A42 5G/ SM-A426B, A426B/DS, A4260, A426U",,DISPLAY COMPLETO,,1220,738,Inventariable,PZ,101489,true,
4264,721,"TAPA TRASERA XIAOMI REDMI 12C AZUL/ 22120RN86G, 22120RN86I, 22126RN91Y, 2212ARNC4L",,TAPAS Y MARCOS,XIAOMI,70,24.5,Inventariable,PZ,101490,true,
4265,722,DISPLAY HISENSE V40I/ E50I IPS,,DISPLAY COMPLETO,,260,157.5531,Inventariable,PZ,101491,true,
4266,726,DISPLAY NOKIA X100 2021 4G/ 5G SA/NSA B25 / B41 / B66 / B71,,DISPLAY COMPLETO,,350,187.17,Inventariable,PZ,101492,true,
4267,724,TAPA TRASERA MOTO G52 BLANCO,,TAPAS Y MARCOS,,90,90,Inventariable,PZ,101493,true,
4268,728,DISPLAY REALME C35 2021  RMX3511,,DISPLAY COMPLETO,,210,122,Inventariable,PZ,101494,true,
4269,725,DISPLAY HISENSE V40S/ HLTE229E,,DISPLAY COMPLETO,,200,122,Inventariable,PZ,101495,true,
4270,757,TAPA TRASERA ZTE A71 VERDE/ A7030,,TAPAS Y MARCOS,,130,45,Inventariable,PZ,101496,true,
4271,753,TAPA TRASERA XIAOMI POCO M5S BLANCO,,TAPAS Y MARCOS,POCO,100,35,Inventariable,PZ,101497,true,
4272,744,"GLASS IPHONE XS MAX 2018 A1921, A2101, A2102, A2104, Phone11,6",,GLASS,,50,13.775,Inventariable,PZ,101498,true,
4274,754,BATERIA MOTO EDGE 20 LITE / EDGE 20 FUSION NT50,,BATERIAS,,170,71.57,Inventariable,PZ,101500,true,
4371,682,BOCINA ALTAVOZ MOTO G10 XT2127 / G20 XT2128,,AUDIO,,80,10,Inventariable,PZ,101501,true,
4372,683,AURICULAR + FACE ID DEL IPHONE 11,,AUDIO,,170,50,Inventariable,PZ,101502,true,
4373,684,AURICULAR + FACE ID DEL IPHONE 11 PRO,,AUDIO,,170,60,Inventariable,PZ,101503,true,
4374,685,AURICULAR + FACE ID DEL IPHONE 11 PRO MAX,,AUDIO,,200,60,Inventariable,PZ,101504,true,
4375,686,AURICULAR + FACE ID DEL IPHONE 12/ 12 PRO,,AUDIO,,180,72.5,Inventariable,PZ,101505,true,
4376,687,TAPA TRASERA MOTO G72 AZUL,,TAPAS Y MARCOS,,70,25.48,Inventariable,PZ,101506,true,
4377,688,AURICULAR + FACE ID DEL IPHONE 12 PRO MAX,,AUDIO,,340,99.09,Inventariable,PZ,101507,true,
4378,707,BOCINA ALTAVOZ MOTO G60,,AUDIO,,50,12.6,Inventariable,PZ,101508,true,
4379,708,BOTON FISICO OPPO RENO 5 LITE NEGRO,,BOTONES,,30,7.56,Inventariable,PZ,101509,true,
4380,709,BOTON FISICO SAMSUNG A30S,,BOTONES,,50,12.5,Inventariable,PZ,101510,true,
4381,710,TAPA TRASERA SAMSUNG A03 SM-A035M/ A035G,,TAPAS Y MARCOS,SAMSUNG,70,60,Inventariable,PZ,101511,true,
4382,712,CC LG K22 / K22 PLUS,,CENTRO CARGA,,70,17.5,Inventariable,PZ,101512,true,
4383,713,CC MOTO E 2020,,CENTRO CARGA,,80,28,Inventariable,PZ,101513,true,
4384,711,"TAPA TRASERA XIAOMI REDMI 12C NEGRO / 22120RN86G, 22120RN86I, 22126RN91Y, 2212ARNC4L",,TAPAS Y MARCOS,XIAOMI,70,24.5,Inventariable,PZ,101514,true,
4385,714,CC SAMSUNG M23 / M33,,CENTRO CARGA,,250,66,Inventariable,PZ,101515,true,
4386,715,CC MOTO ONE FUSION,,CENTRO CARGA,,60,13,Inventariable,PZ,101516,true,
4387,717,"CC SAMSUNG S22 ULTRA US VERSION SM-S908, SM-S908W, SM-S908U1, SM-S908U, SM-S908N, SM-S908E, SM-S908B, SM-S9080",,CENTRO CARGA,,220,56,Inventariable,PZ,101517,true,
4388,718,"CC SAMSUNG TAB A7 SM-T280, SM-T285",,CENTRO CARGA,,70,57,Inventariable,PZ,101518,true,
4389,758,DISPLAY XIAOMI 12T 22071212AG / 12T PRO 22081212UG / REDMI K50 ULTRA 22081212C,,DISPLAY COMPLETO,,445,262,Inventariable,PZ,101519,true,
4390,735,FLEX ENCENDIDO IPHONE 11 PRO A2215 - A2160 - A2217,,FLEXOS,,110,22.02,Inventariable,PZ,101520,true,
4391,736,FLEX ENCENDIDO IPHONE 11 PRO MAX A2218 - A2161 - A2220,,FLEXOS,,110,22.02,Inventariable,PZ,101521,true,
4392,737,FLEX ENCENDIDO IPHONE 12 A2403 - A2172 - A2402 - A2404,,FLEXOS,,110,13.7625,Inventariable,PZ,101522,true,
4393,738,FLEX ENCENDIDO IPHONE 12 PRO A2403 - A2172 - A2402 - A2404,,FLEXOS,,110,22.02,Inventariable,PZ,101523,true,
4394,739,FLEX ENCENDIDO IPHONE 12 PRO MAX A2403 - A2172 - A2402 - A2404,,FLEXOS,,110,22.02,Inventariable,PZ,101524,true,
4395,740,FLEX ENCENDIDO IPHONE XR A2105 - A1984 - A2107 - A2108 - A2106,,FLEXOS,,70,13,Inventariable,PZ,101525,true,
4396,741,FLEX ENCENDIDO IPHONE XS A2097 - A1920 - A2100 - A2098,,FLEXOS,,80,13.7625,Inventariable,PZ,101526,true,
4397,742,FLEX ENCENDIDO IPHONE XS MAX A1921 - A2101 - A2102 - A2104,,FLEXOS,,80,13.7625,Inventariable,PZ,101527,true,
4398,743,FLEX ENCENDIDO OPPO RENO 6 LITE CPH2365,,FLEXOS,,30,4,Inventariable,PZ,101528,true,
4399,745,"LENTE CAMARA HONOR 50 NTH-AN00, NTH-NX9",,LENTE CAMARA,,50,30,Inventariable,PZ,101529,true,
4400,746,TAPA TRASERA XIAOMI POCO X5 5G AZUL,,TAPAS Y MARCOS,,90,60,Inventariable,PZ,101530,true,
4401,747,TAPA TRASERA XIAOMI REDMI NOTE 12 PRO 5G NEGRO,,TAPAS Y MARCOS,,90,42.5,Inventariable,PZ,101531,true,
4402,748,"LENTE CAMARA HONOR X8 TFY-LX1, TFY-LX2, TFY-LX3",,LENTE CAMARA,,30,4.05,Inventariable,PZ,101532,true,
4404,751,LENTE CAMARA ZTE A71 A7030,,LENTE CAMARA,,50,25,Inventariable,PZ,101534,true,
4405,760,"TAPA TRASERA INFINIX HOT 30 NEGRO/ X6833B, X6716B",,TAPAS Y MARCOS,,120,39,Inventariable,PZ,101535,true,
4406,761,"TAPA TRASERA INFINIX HOT 30  VERDE/ X6833B, X6716B",,TAPAS Y MARCOS,,120,39,Inventariable,PZ,101536,true,
4407,762,"ALTAVOZ MOTO G9 PLUS/  XT2087-1,3",,AUDIO,,90,4.2,Inventariable,PZ,101537,true,
4408,763,BOCINA ALTAVOZ SAMSUNG A10S,,AUDIO,,50,10,Inventariable,PZ,101538,true,
4409,764,"CHAROLA SIM MOTO G22,E32, E32s,E22s",,CHAROLA SIM,,30,12.5,Inventariable,PZ,101539,true,
4411,766,FLEX HUELLA MOTO E22i/ E22/ G32/ G41/ G22/ G42/ G52,,FLEXOS,,170,75,Inventariable,PZ,101541,true,
4412,767,FLEX INTERCONEXION SAMSUNG A33,,FLEXOS,,80,8.75,Inventariable,PZ,101542,true,
4413,768,FLEX ENCENDIDO XIAOMI REDMI 9A / REDMI 9C,,FLEXOS,,30,25,Inventariable,PZ,101543,true,
4415,769,PEGAMENTO ADHESIVO DE BISEL PARA IPHONE XS,,INSUMOS,,40,17,Inventariable,PZ,101545,true,
4416,770,PEGAMENTO ADHESIVO DE BISEL PARA IPHONE XS MAX,,INSUMOS,,40,20,Inventariable,PZ,101546,true,
4417,771,PEGAMENTO ADHESIVO DE BISEL PARA IPHONE 11 PRO MAX,,INSUMOS,,40,20,Inventariable,PZ,101547,true,
4418,772,PEGAMENTO ADHESIVO DE BISEL PARA IPHONE 13,,INSUMOS,,40,17,Inventariable,PZ,101548,true,
4419,773,FLEX ENCENDIDO MOTO G60 / MOTO G60S / MOTO G40 FUSION,,FLEXOS,,40,5,Inventariable,PZ,101549,true,
4420,774,BISEL MOTO G60 / G40 FUSION,,TAPAS Y MARCOS,,80,25.11,Inventariable,PZ,101550,true,
4421,775,BATERIA MOTO G60S LK50,,BATERIAS,,210,89.181,Inventariable,PZ,101551,true,
4422,776,TAPA TRASERA SAMSUNG A8 PLUS SM-A730F GRIS ORQUIDEA,,TAPAS Y MARCOS,,60,22.5,Inventariable,PZ,101552,true,
4423,777,"TAPA TRASERA SAMSUNG NOTE 20 ULTRA BLANCO SM-N986B, SM-N986B/DS, SM-N986U, SM-N986U1, SM-N986W, SM-N9860, SM-N986N, SC-53A",,TAPAS Y MARCOS,,110,34,Inventariable,PZ,101553,true,
4432,778,TAPA TRASERA XIAOMI NOTE 10S / MS5 AZUL,,TAPAS Y MARCOS,POCO,100,39,Inventariable,PZ,101554,true,
4433,779,TAPA TRASERA MOTO X30/ EDGE 30 PRO/ EDGE+ 2022 BLANCO,,TAPAS Y MARCOS,MOTO,80,77.5,Inventariable,PZ,101555,true,
4434,780,TAPA TRASERA ONE PLUS 6/ 6T NEGRO,,TAPAS Y MARCOS,ONEPLUS ,140,46,Inventariable,PZ,101556,true,
4435,781,BATERIA MOTO G31 / MOTO G42 / MOTO G62 5G ND50,,BATERIAS,,180,74.32,Inventariable,PZ,101557,true,
4436,782,TAPA TRASERA XIAOMI POCO F3 NEGRO/ M2012K11AG,,TAPAS Y MARCOS,,100,37.8,Inventariable,PZ,101558,true,
4437,783,DISPLAY LANIX X750,,DISPLAY COMPLETO,LANIX,290,154.14,Inventariable,PZ,101559,true,
4441,788,CC XIAOMI REDMI 12C,,CENTRO CARGA,XIAOMI,50,9.72,Inventariable,PZ,101563,true,
4442,784,DISPLAY OPPO RENO 7 4G / RENO 7 SE 5G / RENO 8 4G/5G / OPPO A78 / REALME 7 PRO / REALME 9 PRO+ OLED,OPPO,DISPLAY COMPLETO,,1040,583.53,Inventariable,PZ,101564,true,
4443,789,DISPLAY ZTE A52 LITE 5G / NOKIA C21 PLUS (R),,DISPLAY COMPLETO,ZTE,240,123.8625,Inventariable,PZ,101565,true,
4444,790,DISPLAY ONEPLUS NORD N200 5G  DE2118 / DE2117,,DISPLAY COMPLETO,ONEPLUS,310,178.36,Inventariable,PZ,101566,true,
4445,791,TOUCH SAMSUNG GALAXY TB A 7.0 T280 T25,,TOUCH,,100,25,Inventariable,PZ,101567,true,
4446,799,BATERIA OPPO A57 4G / OPPO A78 / OPPO A77 5G / A97 5G BLP923,,BATERIAS,,180,77.2902,Inventariable,PZ,101568,true,
4447,800,BATERIA SAMSUNG NOTE 20 4G / 5G EB-BN980ABY,,BATERIAS,,170,71.3448,Inventariable,PZ,101569,true,
4448,801,"BATERIA SAMSUNG S22 ULTRA SM-S908B,S908B/DS,S908U",,BATERIAS,,170,71.3448,Inventariable,PZ,101570,true,
